date,country,location_type,mojo_integration,website_visitors,service_page_views,contact_form_views,contact_form_submits,qualified_leads,project_discussions,contracts_signed
2024-04-21,Germany,Primary Market,True,1296,566,120,46,22,13,2
2024-04-21,Netherlands,Primary Market,True,1814,1237,254,112,77,43,20
2024-04-21,England,Primary Market,True,2065,1044,212,49,17,9,1
2024-04-21,North America,Expansion Market,False,2180,1267,416,205,129,41,13
2024-04-21,Australia,Expansion Market,False,2807,1585,760,174,109,57,21
2024-04-21,Croatia,Primary Market,True,2692,1845,841,320,186,120,40
2024-04-22,Germany,Primary Market,True,2785,1589,434,161,74,37,15
2024-04-22,Netherlands,Primary Market,True,1212,558,232,57,32,12,3
2024-04-22,England,Primary Market,True,1358,572,154,35,12,8,3
2024-04-22,North America,Expansion Market,False,1557,1073,379,78,27,10,3
2024-04-22,Australia,Expansion Market,False,914,559,254,59,25,16,3
2024-04-22,Croatia,Primary Market,True,2565,1037,284,127,49,17,6
2024-04-23,Germany,Primary Market,True,3496,1674,791,221,103,34,10
2024-04-23,Netherlands,Primary Market,True,2810,1135,405,124,78,23,6
2024-04-23,England,Primary Market,True,3805,2515,649,263,166,81,35
2024-04-23,North America,Expansion Market,False,2775,1265,343,112,34,14,6
2024-04-23,Australia,Expansion Market,False,2494,1013,236,58,24,7,2
2024-04-23,Croatia,Primary Market,True,3409,1717,422,100,32,14,4
2024-04-24,Germany,Primary Market,True,3655,1628,440,110,50,27,9
2024-04-24,Netherlands,Primary Market,True,2774,1594,387,88,51,21,7
2024-04-24,England,Primary Market,True,768,354,83,23,10,4,1
2024-04-24,North America,Expansion Market,False,2099,920,262,56,27,13,3
2024-04-24,Australia,Expansion Market,False,788,496,198,76,50,29,12
2024-04-24,Croatia,Primary Market,True,2146,1195,358,78,54,17,6
2024-04-25,Germany,Primary Market,True,735,338,146,52,26,12,5
2024-04-25,Netherlands,Primary Market,True,835,431,192,62,19,6,2
2024-04-25,England,Primary Market,True,509,351,96,28,18,10,3
2024-04-25,North America,Expansion Market,False,2842,1495,677,196,83,29,9
2024-04-25,Australia,Expansion Market,False,3190,2038,712,212,134,73,29
2024-04-25,Croatia,Primary Market,True,1636,871,382,170,56,20,8
2024-04-26,Germany,Primary Market,True,3127,2018,931,210,99,33,14
2024-04-26,Netherlands,Primary Market,True,3517,1566,517,169,71,39,16
2024-04-26,England,Primary Market,True,2239,1462,502,197,76,34,15
2024-04-26,North America,Expansion Market,False,1497,604,195,46,15,7,2
2024-04-26,Australia,Expansion Market,False,2713,1684,569,267,158,56,15
2024-04-26,Croatia,Primary Market,True,617,278,79,25,10,3,0
2024-04-27,Germany,Primary Market,True,2092,1462,343,141,97,40,10
2024-04-27,Netherlands,Primary Market,True,1487,712,190,84,40,18,7
2024-04-27,England,Primary Market,True,707,355,153,36,19,6,2
2024-04-27,North America,Expansion Market,False,3584,2007,628,297,99,32,8
2024-04-27,Australia,Expansion Market,False,3431,1490,740,314,125,69,28
2024-04-27,Croatia,Primary Market,True,3316,1373,419,162,111,49,15
2024-04-28,Germany,Primary Market,True,3457,2378,1136,345,189,90,24
2024-04-28,Netherlands,Primary Market,True,1502,645,308,98,51,23,11
2024-04-28,England,Primary Market,True,3731,2236,495,247,77,39,9
2024-04-28,North America,Expansion Market,False,3172,1894,456,207,118,81,36
2024-04-28,Australia,Expansion Market,False,3338,2143,672,334,118,35,17
2024-04-28,Croatia,Primary Market,True,2719,1189,576,282,196,104,32
2024-04-29,Germany,Primary Market,True,3068,1620,783,198,82,42,9
2024-04-29,Netherlands,Primary Market,True,3235,1479,584,207,62,43,10
2024-04-29,England,Primary Market,True,2014,888,312,85,30,15,7
2024-04-29,North America,Expansion Market,False,3307,1775,607,173,88,35,7
2024-04-29,Australia,Expansion Market,False,3685,1831,458,135,66,30,7
2024-04-29,Croatia,Primary Market,True,1538,838,198,86,59,20,9
2024-04-30,Germany,Primary Market,True,2791,1733,696,158,93,43,10
2024-04-30,Netherlands,Primary Market,True,3058,1984,696,267,85,36,9
2024-04-30,England,Primary Market,True,3224,1332,323,117,41,19,8
2024-04-30,North America,Expansion Market,False,1273,737,179,65,24,10,2
2024-04-30,Australia,Expansion Market,False,2413,1066,505,150,56,31,9
2024-04-30,Croatia,Primary Market,True,3629,2347,1056,369,199,63,29
2024-05-01,Germany,Primary Market,True,2680,1767,478,186,107,66,26
2024-05-01,Netherlands,Primary Market,True,1829,1260,603,136,88,39,11
2024-05-01,England,Primary Market,True,2557,1289,491,105,57,21,6
2024-05-01,North America,Expansion Market,False,1938,931,456,183,70,24,5
2024-05-01,Australia,Expansion Market,False,1516,652,175,66,31,10,3
2024-05-01,Croatia,Primary Market,True,755,433,95,39,17,5,1
2024-05-02,Germany,Primary Market,True,856,547,209,65,35,11,4
2024-05-02,Netherlands,Primary Market,True,2927,1713,679,186,81,40,18
2024-05-02,England,Primary Market,True,1942,1134,295,100,44,21,9
2024-05-02,North America,Expansion Market,False,3450,2334,566,185,127,60,13
2024-05-02,Australia,Expansion Market,False,1066,551,132,50,18,5,2
2024-05-02,Croatia,Primary Market,True,3548,2241,958,371,252,138,31
2024-05-03,Germany,Primary Market,True,1401,651,252,54,21,7,3
2024-05-03,Netherlands,Primary Market,True,922,594,126,32,17,6,2
2024-05-03,England,Primary Market,True,2855,1754,504,142,68,43,9
2024-05-03,North America,Expansion Market,False,1083,528,232,100,30,19,7
2024-05-03,Australia,Expansion Market,False,645,438,88,43,25,11,2
2024-05-03,Croatia,Primary Market,True,1276,676,159,58,35,17,7
2024-05-04,Germany,Primary Market,True,2654,1404,640,295,132,47,15
2024-05-04,Netherlands,Primary Market,True,1027,426,108,53,30,11,3
2024-05-04,England,Primary Market,True,1068,480,215,51,22,8,3
2024-05-04,North America,Expansion Market,False,3948,2499,946,386,207,74,17
2024-05-04,Australia,Expansion Market,False,3282,1390,349,111,41,15,5
2024-05-04,Croatia,Primary Market,True,1300,900,370,100,39,13,3
2024-05-05,Germany,Primary Market,True,806,564,271,123,51,16,4
2024-05-05,Netherlands,Primary Market,True,2984,1279,488,157,55,18,8
2024-05-05,England,Primary Market,True,614,304,100,32,18,9,2
2024-05-05,North America,Expansion Market,False,2991,1670,689,281,186,92,32
2024-05-05,Australia,Expansion Market,False,3133,1397,497,237,94,35,12
2024-05-05,Croatia,Primary Market,True,2916,1903,425,125,54,33,10
2024-05-06,Germany,Primary Market,True,3536,1491,344,153,62,28,9
2024-05-06,Netherlands,Primary Market,True,1171,683,302,93,32,19,4
2024-05-06,England,Primary Market,True,1896,1054,469,143,80,27,12
2024-05-06,North America,Expansion Market,False,2476,1438,384,152,105,34,11
2024-05-06,Australia,Expansion Market,False,1901,1262,544,140,79,26,11
2024-05-06,Croatia,Primary Market,True,854,526,225,89,30,18,3
2024-05-07,Germany,Primary Market,True,3470,2154,1044,486,317,143,45
2024-05-07,Netherlands,Primary Market,True,1364,719,279,79,25,14,3
2024-05-07,England,Primary Market,True,3846,2200,1078,494,341,222,63
2024-05-07,North America,Expansion Market,False,738,510,223,49,26,14,6
2024-05-07,Australia,Expansion Market,False,2963,1780,830,365,236,91,31
2024-05-07,Croatia,Primary Market,True,1695,858,415,106,47,14,5
2024-05-08,Germany,Primary Market,True,3883,2337,1096,365,210,88,42
2024-05-08,Netherlands,Primary Market,True,1329,597,196,72,31,13,2
2024-05-08,England,Primary Market,True,2566,1578,585,238,105,64,17
2024-05-08,North America,Expansion Market,False,2483,1148,570,134,71,34,15
2024-05-08,Australia,Expansion Market,False,2484,1189,555,228,128,49,12
2024-05-08,Croatia,Primary Market,True,1161,468,147,56,34,13,4
2024-05-09,Germany,Primary Market,True,2123,1162,552,117,44,17,8
2024-05-09,Netherlands,Primary Market,True,2662,1498,498,187,65,23,7
2024-05-09,England,Primary Market,True,2478,1023,419,162,85,28,5
2024-05-09,North America,Expansion Market,False,898,554,238,111,68,22,8
2024-05-09,Australia,Expansion Market,False,1594,1077,350,140,47,29,8
2024-05-09,Croatia,Primary Market,True,3531,1768,638,147,58,26,7
2024-05-10,Germany,Primary Market,True,2020,1067,229,66,25,15,5
2024-05-10,Netherlands,Primary Market,True,3496,2118,647,273,130,47,14
2024-05-10,England,Primary Market,True,876,499,113,37,17,5,1
2024-05-10,North America,Expansion Market,False,1954,782,250,57,22,15,3
2024-05-10,Australia,Expansion Market,False,3365,1395,322,108,55,18,8
2024-05-10,Croatia,Primary Market,True,1323,603,260,69,35,20,8
2024-05-11,Germany,Primary Market,True,2842,1730,626,209,68,32,13
2024-05-11,Netherlands,Primary Market,True,605,407,179,69,38,11,2
2024-05-11,England,Primary Market,True,3328,1956,591,151,71,29,6
2024-05-11,North America,Expansion Market,False,3095,1731,489,124,67,33,14
2024-05-11,Australia,Expansion Market,False,863,574,228,80,43,18,4
2024-05-11,Croatia,Primary Market,True,1378,849,288,66,21,10,3
2024-05-12,Germany,Primary Market,True,2361,1533,450,136,45,19,5
2024-05-12,Netherlands,Primary Market,True,603,364,163,39,19,7,3
2024-05-12,England,Primary Market,True,988,547,145,40,16,7,2
2024-05-12,North America,Expansion Market,False,1934,1310,651,180,119,49,12
2024-05-12,Australia,Expansion Market,False,1088,633,181,85,38,19,8
2024-05-12,Croatia,Primary Market,True,2925,1750,734,327,146,81,16
2024-05-13,Germany,Primary Market,True,795,429,110,40,23,7,2
2024-05-13,Netherlands,Primary Market,True,722,373,106,49,18,6,2
2024-05-13,England,Primary Market,True,1470,743,252,99,40,17,3
2024-05-13,North America,Expansion Market,False,2583,1265,356,124,60,37,13
2024-05-13,Australia,Expansion Market,False,1502,624,146,42,19,11,4
2024-05-13,Croatia,Primary Market,True,3777,1673,425,102,45,19,6
2024-05-14,Germany,Primary Market,True,1457,1012,249,74,38,20,8
2024-05-14,Netherlands,Primary Market,True,2954,1534,722,274,175,103,27
2024-05-14,England,Primary Market,True,1730,907,425,174,83,42,13
2024-05-14,North America,Expansion Market,False,1825,1157,293,113,73,44,13
2024-05-14,Australia,Expansion Market,False,524,347,108,33,13,7,3
2024-05-14,Croatia,Primary Market,True,1327,687,229,62,34,16,5
2024-05-15,Germany,Primary Market,True,2482,1370,292,114,34,11,5
2024-05-15,Netherlands,Primary Market,True,1104,462,114,32,18,7,2
2024-05-15,England,Primary Market,True,978,512,231,87,35,11,3
2024-05-15,North America,Expansion Market,False,2660,1374,572,125,60,29,11
2024-05-15,Australia,Expansion Market,False,1946,1081,225,103,55,28,9
2024-05-15,Croatia,Primary Market,True,3843,1648,573,252,150,67,30
2024-05-16,Germany,Primary Market,True,2396,1420,339,78,34,10,3
2024-05-16,Netherlands,Primary Market,True,2245,1100,390,167,112,51,17
2024-05-16,England,Primary Market,True,2939,1629,673,264,111,62,29
2024-05-16,North America,Expansion Market,False,1427,917,316,151,47,26,12
2024-05-16,Australia,Expansion Market,False,3696,2585,960,281,89,56,19
2024-05-16,Croatia,Primary Market,True,893,592,217,107,48,30,12
2024-05-17,Germany,Primary Market,True,3579,1827,410,127,73,37,17
2024-05-17,Netherlands,Primary Market,True,3383,2102,422,115,68,28,6
2024-05-17,England,Primary Market,True,1743,827,287,100,41,18,7
2024-05-17,North America,Expansion Market,False,3023,1923,587,131,59,39,13
2024-05-17,Australia,Expansion Market,False,2533,1560,705,178,119,53,16
2024-05-17,Croatia,Primary Market,True,3093,2036,884,436,223,134,57
2024-05-18,Germany,Primary Market,True,1313,861,270,70,45,14,3
2024-05-18,Netherlands,Primary Market,True,2510,1247,338,157,63,26,11
2024-05-18,England,Primary Market,True,1197,600,170,57,30,9,1
2024-05-18,North America,Expansion Market,False,3437,2146,721,268,163,98,45
2024-05-18,Australia,Expansion Market,False,2512,1231,553,254,127,56,14
2024-05-18,Croatia,Primary Market,True,2040,1013,469,220,106,34,10
2024-05-19,Germany,Primary Market,True,639,319,67,19,11,3,0
2024-05-19,Netherlands,Primary Market,True,1600,692,324,115,47,19,6
2024-05-19,England,Primary Market,True,2688,1814,391,188,99,53,20
2024-05-19,North America,Expansion Market,False,2294,1134,529,250,162,92,42
2024-05-19,Australia,Expansion Market,False,3503,2228,1007,399,194,64,19
2024-05-19,Croatia,Primary Market,True,2607,1153,467,149,65,41,15
2024-05-20,Germany,Primary Market,True,3980,2049,479,193,131,89,20
2024-05-20,Netherlands,Primary Market,True,2284,1395,458,179,119,56,12
2024-05-20,England,Primary Market,True,1293,795,266,117,57,39,8
2024-05-20,North America,Expansion Market,False,942,390,122,51,31,18,8
2024-05-20,Australia,Expansion Market,False,1584,970,452,118,42,14,5
2024-05-20,Croatia,Primary Market,True,3687,1685,614,193,93,39,14
2024-05-21,Germany,Primary Market,True,3572,1551,323,152,51,16,7
2024-05-21,Netherlands,Primary Market,True,682,475,219,69,43,22,10
2024-05-21,England,Primary Market,True,1203,721,191,84,26,8,3
2024-05-21,North America,Expansion Market,False,3664,2059,534,255,100,32,9
2024-05-21,Australia,Expansion Market,False,1140,464,222,48,19,9,3
2024-05-21,Croatia,Primary Market,True,1054,556,216,96,40,22,8
2024-05-22,Germany,Primary Market,True,1087,583,220,95,63,28,9
2024-05-22,Netherlands,Primary Market,True,2291,1210,531,112,67,43,11
2024-05-22,England,Primary Market,True,2200,1058,416,103,69,28,6
2024-05-22,North America,Expansion Market,False,1886,1120,556,119,55,19,5
2024-05-22,Australia,Expansion Market,False,1896,1312,271,109,47,32,6
2024-05-22,Croatia,Primary Market,True,2569,1385,322,100,32,14,3
2024-05-23,Germany,Primary Market,True,1706,814,220,99,40,17,5
2024-05-23,Netherlands,Primary Market,True,2420,1329,383,110,71,36,17
2024-05-23,England,Primary Market,True,3595,1928,462,109,44,26,8
2024-05-23,North America,Expansion Market,False,1988,1339,284,87,45,24,11
2024-05-23,Australia,Expansion Market,False,3463,1597,759,285,189,102,47
2024-05-23,Croatia,Primary Market,True,3287,1883,833,244,82,32,9
2024-05-24,Germany,Primary Market,True,823,486,113,50,31,20,7
2024-05-24,Netherlands,Primary Market,True,538,353,127,62,21,7,3
2024-05-24,England,Primary Market,True,2948,1183,554,228,114,38,14
2024-05-24,North America,Expansion Market,False,2572,1716,621,288,97,29,9
2024-05-24,Australia,Expansion Market,False,2593,1649,460,210,86,56,19
2024-05-24,Croatia,Primary Market,True,3567,1510,465,177,90,31,12
2024-05-25,Germany,Primary Market,True,3067,1807,371,151,100,36,17
2024-05-25,Netherlands,Primary Market,True,2371,1106,256,88,39,14,5
2024-05-25,England,Primary Market,True,872,585,256,96,64,29,8
2024-05-25,North America,Expansion Market,False,2486,1415,400,98,60,24,11
2024-05-25,Australia,Expansion Market,False,1871,1180,344,140,82,38,9
2024-05-25,Croatia,Primary Market,True,1038,567,208,47,30,18,7
2024-05-26,Germany,Primary Market,True,1037,498,168,81,42,28,11
2024-05-26,Netherlands,Primary Market,True,2188,1307,305,78,40,13,3
2024-05-26,England,Primary Market,True,2333,1299,520,209,105,42,10
2024-05-26,North America,Expansion Market,False,2330,1173,487,120,44,29,10
2024-05-26,Australia,Expansion Market,False,3013,2046,456,128,43,27,11
2024-05-26,Croatia,Primary Market,True,607,411,128,54,30,17,4
2024-05-27,Germany,Primary Market,True,556,319,99,38,22,7,1
2024-05-27,Netherlands,Primary Market,True,1048,510,189,75,24,8,1
2024-05-27,England,Primary Market,True,1015,604,253,96,64,34,10
2024-05-27,North America,Expansion Market,False,2596,1255,361,177,76,41,10
2024-05-27,Australia,Expansion Market,False,3798,1690,397,89,36,20,4
2024-05-27,Croatia,Primary Market,True,2210,1328,438,213,102,50,17
2024-05-28,Germany,Primary Market,True,3557,1534,557,181,122,63,28
2024-05-28,Netherlands,Primary Market,True,1230,845,226,79,36,20,4
2024-05-28,England,Primary Market,True,1250,840,206,88,40,19,7
2024-05-28,North America,Expansion Market,False,3685,1711,411,131,81,44,20
2024-05-28,Australia,Expansion Market,False,880,443,171,63,33,15,5
2024-05-28,Croatia,Primary Market,True,3745,1641,741,150,46,28,9
2024-05-29,Germany,Primary Market,True,3765,1777,817,389,176,92,37
2024-05-29,Netherlands,Primary Market,True,2872,1654,514,133,83,57,26
2024-05-29,England,Primary Market,True,2628,1653,367,117,67,32,9
2024-05-29,North America,Expansion Market,False,2397,1393,668,147,69,35,16
2024-05-29,Australia,Expansion Market,False,3013,2044,634,248,142,81,31
2024-05-29,Croatia,Primary Market,True,1201,660,205,81,34,13,6
2024-05-30,Germany,Primary Market,True,1557,951,257,107,47,14,4
2024-05-30,Netherlands,Primary Market,True,1463,713,255,82,29,18,5
2024-05-30,England,Primary Market,True,3667,1520,363,176,120,69,15
2024-05-30,North America,Expansion Market,False,3840,2284,1003,338,219,121,37
2024-05-30,Australia,Expansion Market,False,888,419,153,55,31,14,4
2024-05-30,Croatia,Primary Market,True,1715,889,332,100,60,32,14
2024-05-31,Germany,Primary Market,True,3951,2128,984,211,103,62,15
2024-05-31,Netherlands,Primary Market,True,3035,1580,692,319,157,59,17
2024-05-31,England,Primary Market,True,3271,2148,629,203,142,54,21
2024-05-31,North America,Expansion Market,False,3302,2173,830,278,166,63,25
2024-05-31,Australia,Expansion Market,False,629,336,87,18,6,3,0
2024-05-31,Croatia,Primary Market,True,3307,2276,538,160,69,24,6
2024-06-01,Germany,Primary Market,True,2525,1587,769,268,91,34,10
2024-06-01,Netherlands,Primary Market,True,1705,805,331,141,75,27,5
2024-06-01,England,Primary Market,True,3043,1436,499,155,96,44,10
2024-06-01,North America,Expansion Market,False,1040,449,138,37,11,6,1
2024-06-01,Australia,Expansion Market,False,2832,1344,527,189,60,32,12
2024-06-01,Croatia,Primary Market,True,2145,1446,423,199,76,50,13
2024-06-02,Germany,Primary Market,True,1152,696,321,68,29,17,6
2024-06-02,Netherlands,Primary Market,True,3329,1719,457,111,71,29,8
2024-06-02,England,Primary Market,True,3403,1766,822,381,264,130,41
2024-06-02,North America,Expansion Market,False,3869,2695,850,238,145,55,21
2024-06-02,Australia,Expansion Market,False,1689,1107,528,207,62,40,17
2024-06-02,Croatia,Primary Market,True,2327,1274,552,246,121,37,7
2024-06-03,Germany,Primary Market,True,2920,2005,981,428,272,141,39
2024-06-03,Netherlands,Primary Market,True,522,326,136,46,23,11,2
2024-06-03,England,Primary Market,True,1611,894,300,72,31,17,7
2024-06-03,North America,Expansion Market,False,2554,1311,342,162,55,37,17
2024-06-03,Australia,Expansion Market,False,1410,839,215,82,35,22,6
2024-06-03,Croatia,Primary Market,True,1508,665,140,55,33,10,3
